docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;selection
doc#374;1692-1840;4_POES_CESAROTTI_POESIE DI OSSIAN;POESIA;Melchiorre Cesarotti;Poesie di Ossian;1760;;' Eta generati al carro ? Tutti s ' alzar del re di Tura i duci , Come vigor di;mezzo spento;foco , Se d ' improvviso dal deserto il vento Rapido vien sulle fischianti penne . Suona lo scudo :;ev
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;che altra via non aveva nè sapeva imaginarsi per cogliere il frutto di questo suo amore , e con questo;mezzo sperando;poi d ' averla per moglie . Il Mappa , udendo così fatta domanda , ne riprese agramente Pietro ,;ev
doc#497;1841-1947;5_PERS_GUERRAZZI_LO ASSEDIO DI ROMA;PERSONALI;Francesco Domenico Guerrazzi;L'assedio di Roma;1863-65;;buoni uffici interposti da Venezia , sibbene perchè il Papa non lo giudicò relapso , e più perchè per suo;mezzo sperava;"venire in cognizione di molte cose importanti intorno alla fede ; però il medesimo atto della Inquisizione che dannava il";-
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;di Lombardia in Ispruc , i quali per la maggior parte seguivano il signor Francesco Sforza secondo , col cui;mezzo speravano;, recuperando egli la duchea di Milano , esser a le loro patrie restituiti . V ' era anco cameriero;-
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;di molti che forse non si contentavano di quel nuovo dominio , veggendo nel prencipe loro tanta giustizia col cui;mezzo speravano;di giorno in giorno andar di bene in meglio . E nel vero tra l ' altre lodevoli e necessarie;-
doc#496;1841-1947;5_PERS_GIUSTI_EPISTOLARIO;PERSONALI;Giuseppe Giusti;Epistolario;1859;;ho passati a Firenze . La tasca va di pari passo col tessuto cellulare , e tra un mese e;mezzo spero;di tornarmene costà più pieno e più peso in tutto e per tutto . Per non perdere il tempo affatto;-
doc#73;XIII cent.-1375;1_PROSA_BOCCACCIO_FILOCOLO;PROSA;Giovanni Boccaccio;Filocolo;1336-38;toscano;in quello né i pensieri t ' assaliscano , né la tua vita sì vilmente si consumi . In questo;mezzo spero;che gl ' iddii per la loro benignità provederanno graziosamente a porre debito fine a ' tuoi disiderii , forse;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;farsi la vittoria più facile si continuava il battere da Stampace insino alla porta a mare , scaramucciandosi in questo;mezzo spesso;tra la muraglia battuta e il riparo , tanto lontano dalle mura che Stampace restava tutta fuora del riparo :;-
doc#293;1533-1691;3_POES_TASSONI_LA SECCHIA RAPITA;POESIA;Alessandro Tassoni;La secchia rapita;1622;;il traditor saltò del letto , e a la camera sua corse in farsetto . 74 E la porta gittò;mezzo spezzata;, entrando col pugnal ne la man destra : quivi una vecchia , che dormìa corcata in un letto di;ev
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;al proposito mi parranno per trovarle marito condecente al grado de la casa nostra . Ma vedi tu fra questo;mezzo spiare;se ella talora fosse innamorata e da lei intender che marito più gli piaceria . - Madonna Giovanna disse di;-
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;e ponetela al fuoco mezzo coperta d ' acqua con due foglie di salvia , una ciocca di ramerino e;mezzo spicchio;"d ' aglio ; se la carne è molto frolla metteteci meno acqua . Quando , nel bollire , sarà";non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;per una colazione cucinati nella seguente maniera . Tenete in pronto un battutino tritato fine , composto di prezzemolo ,;mezzo spicchio;d ' aglio , il sugo di mezzo limone e cinque o sei fette di midolla di pane , asciugato;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;battuto , tritato fine , con un buon pizzico di prezzemolo , mezza carota , un pezzo di sedano ,;mezzo spicchio;d ' aglio e , se il pesce fosse grammi 600 circa , cipolla quanto una grossa noce . Ponete;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;la salsa , servitela . Fate un battutino ben trito con un pezzetto di cipolla grosso quanto una noce ,;mezzo spicchio;d ' aglio e un poco di prezzemolo . Mettetelo al fuoco con grammi 20 di burro e quando avrà;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;preso colore la parte di sotto , versate un cucchiaino di farina e dopo poco un pizzico di prezzemolo e;mezzo spicchio;d ' aglio tritati e due dita scarse,(di bicchiere ) di vino bianco buono , o , mancando questo ,;non_ev
doc#469;1841-1947;5_ESP_ARTUSI_LA SCIENZA IN CUCINA;ESPOSITIVI;Pellegrino Artusi;La scienza in cucina e l'arte di mangiar bene;1891;;"di pane , gr . 30 ; acciughe salate , n . 3 ; un rosso d ' uovo ;";mezzo spicchio;"d ' aglio ; un pizzico di regamo . La midolla di pane inzuppatela nel latte e poi strizzatela .";non_ev
doc#35;XIII cent.-1375;1_POES_DANTE_COMMEDIA;POESIA;Dante Alighieri;Commedia;1321;toscano;"piante di complession potenzïata tira lo raggio e ' l moto de le luci sante ; ma vostra vita sanza";mezzo spira;la somma beninanza , e la innamora di sé sì che poi sempre la disira . E quinci puoi argomentare;-
doc#9;XIII cent.-1375;1_ESP_JACOPO DELLA LANA_COMMENTO ALLA COMMEDIA;ESPOSITIVI;Jacopo della Lana;Commento alla Commedia di Dante Alighieri;1324-1328;emiliano;delle piante , Di complession potenziata tira Lo raggio e il moto delle luci sante . Ma nostra vita senza;mezzo spira;La somma beninanza , e la innamora Di sè , sì che poi sempre la disira . E quinci puoi;-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;sopra questa nel mezzo sarà il Crocifisso con Nostra Donna e san Giovanni da canto . E sotto esso nel;mezzo sporteremo;in beccatelli uno pergamo , o da predicare , o da dire il Vangelo . E così da canto verrà;-
doc#9;XIII cent.-1375;1_ESP_JACOPO DELLA LANA_COMMENTO ALLA COMMEDIA;ESPOSITIVI;Jacopo della Lana;Commento alla Commedia di Dante Alighieri;1324-1328;emiliano;, che ' l viene alla riva dell ' acqua , e mezzo discende in terra , l ' altro;mezzo sta;nell ' acqua , ed hae una coda molto larga , la quale è molto piena di grasso . Mena;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;"del re in Francia ; suoi accordi con gli svizzeri . Mutamento di governo in Siena . Aveano in questo";mezzo stabilito;"il pontefice e il re di convenire insieme a Bologna ; avendo il re accettato questo luogo , più che";-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;centro . E quivi farò la piazza , la quale sarà per lunghezza uno stadio , e pel largo sarà;mezzo stadio;. E in testa d ' essa sarà la chiesa catedrale colle sue appartenenze . Dall ' altra testa sarà;non_ev
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;si distendeva in mare ben circa di mezzo miglio . E in testa era uno scoglio rilevato di più di;mezzo stadio;, pareva così a vedere di lunga , ed era alquanto più rilevato che non era questa pianura . Andando;non_ev
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;, la qual fo larga uno quarto di stadio , cioè novanta tre braccia e tre quarti , e lunga;mezzo stadio;"; e dalla parte merediana della piazza fo un ' altra piazza , ove sarà come dire uno mercato e";non_ev
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;mulina , chiara che pareva uno cristallo . L ' entrata di questo stagno del mare non era più di;mezzo stadio;, come computando la larghezza del fiume , e quasi per lo mezzo veniva uno scoglio di sasso che si;non_ev
doc#10;XIII cent.-1375;1_ESP_VILLANI_NUOVA CRONICA;ESPOSITIVI;Giovanni Villani;Nova Cronica;1348;toscano;"di loro contado fuggirono per la fame a Firenze , e in Firenze medesimo fu caro ; le II e";mezzo staia;di grano uno fiorino d ' oro . CLXXXVII Come i Fiorentini mandarono loro gente in Lombardia sopra Milano .;non_ev
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;quale sempre portava una foggia altissima , con un becchetto corto da lato , e largo che vi serebbe entrato;mezzo staio;di grano , e con due batoli dinanzi che pareano due sugnacci di porco affumicati . Ed essendo costui in;non_ev
doc#126;1376-1532;2_PERS_MACINGHI STROZZI_LETTERE AI FIGLI ESULI;PERSONALI;Alessandra Macinghi Strozzi;Lettere ai figli esuli;XV;toscano;buon ordine : e per questa galea d ' ora die ' a Batista un corbello piccolo , drentovi un;mezzo staio;di ceci tra bianchi e rossi , e dieci marzolini , duo alberegli d ' uve secche , e finocchio;non_ev
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;tien l ' animal magnanimo che rampa . L ' altro il quartier dorato e purpurino di croce trionfal per;mezzo stampa;. L ' ultimo ha lista d ' or che per traverso scacchier divide innargentato e perso . Ma non;-
doc#255;1533-1691;3_PERS_CAMPANELLA_LETTERE;PERSONALI;Tommaso Campanella;Lettere;XVII;;( 42 ) . VII . Hieri giunsi a Lione : questa mane andai alle stampe . La medicina è;mezzo stampata;. Si aspetta il privilegio del Re . Per questo non la mando . Va bene . La metafisica che;ev
doc#263;1533-1691;3_PERS_TASSO_LETTERE;PERSONALI;Torquato Tasso;Lettere;XVI;;stanze che deono essere aggiunte nel principio de l ' ultimo canto del Floridante , il quale dee essere omai;mezzo stampato;"; laonde non vorrei darle soverchia noia , pregandola che mi mandasse gli ultimi duo quinternelli . Questo negozio m";ev
doc#555;1841-1947;5_PROSA_SVEVO_COSCIENZA DI ZENO;PROSA;Italo Svevo;La coscienza di Zeno;1923;;uno dei suoi capi e l ' edema all ' altro , e non c ' è rimedio . In;mezzo stanno;coloro che hanno incipiente o gozzo o edema e su tutta la linea , in tutta l ' umanità ,;-
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;"Giunse alla piazza , e di fuoco lucente , e piena la trovò di gente ria ; e vide in";mezzo star;con viso smorto il giovine dannato ad esser morto . 9 Ruggier come gli alzò gli occhi nel viso ,;-
doc#77;XIII cent.-1375;1_PROSA_DANTE_CONVIVIO;PROSA;Dante Alighieri;Convivio;1304-07;toscano;e Mercurio quasi come lo Sole si celerebbe e mosterrebbe , e la Luna per tempo di quattordici die e;mezzo starebbe;ascosa ad ogni gente . E da vero non sarebbe quaggiù generazione né vita d ' animale o di pianta;-
doc#280;1533-1691;3_POES_MARINO_ADONE;POESIA;Giambattista Marino;Adone;1623;;Le ' ncoronò d ' oriental zaffiro . Su basi di smeraldo e di rubino 11 talamo ben guernito in;mezzo stassi;"; i seggi intorno ha di topazio fino , d ' ametisto indian le rote e gli assi ; duo";-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;Genova da parte dei francesi . Presa e sacco di Pavia da parte dei collegati . Non erano in questo;mezzo state;le cose di Lombardia senza travaglio : perché San Polo , raccolte le genti e la provisione delle vettovaglie ,;-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;da ' piè nella fine della detta tavola volle si dipignesse le loro passioni di questi sopradetti santi . In;mezzo stava;la natività di Cristo la quale era molto bella e con molto oro che per ornamento gli era messo ,;-
doc#174;1376-1532;2_POES_PULCI_MORGANTE;POESIA;Luigi Pulci;Morgante;1478;toscano;, e tristo a quel ch ' aspettava Altachiara , che gli facea costar la vita cara . Morgante in;mezzo stava;dello stuolo e col battaglio facea gran fracasso . Merediana sentiva gran duolo , ché ' l corpo feminile già;-
doc#247;1533-1691;3_ESP_GUICCIARDINI_STORIA D'ITALIA;ESPOSITIVI;Francesco Guicciardini;Storia d'Italia;1561;;Rimini Sigismondo , e vi restasse il padre insino a tanto che il pontefice avesse ratificato , e in questo;mezzo stesse;"la rocca in mano di Guido Rangone suo cugino ; il quale , condotto agli stipendi del re di Francia";-
doc#485;1841-1947;5_ESP_PISACANE_LA RIVOLUZIONE;ESPOSITIVI;Carlo Pisacane;La rivoluzione;1860;;"Europa civile non furono il Reno ed il Danubio , ma l ' Oder ; d ' onde poi col";mezzo stesso;delle guerre e del commercio penetrò in Prussia , e mentre con moto incessante tali destini si compivano in un;-
doc#205;1376-1532;2_SCIENT_FILARETE_TRATTATO DI ARCHITETTURA;SCIENTIFICI;Antonio Averlino detto il Filarete;Trattato di architettura;XV;toscano;acque , dove per gli antedetti condotti anderanno per li pozzi de ' fondamenti . Venuto il dì seguente ,;mezzo stimando;che lui ancora non venisse , fu innanzi l ' ora usata e con uno animo volunteroso mi domanda se;ev
doc#438;1692-1840;4_TEATRO_ALFIERI_FILIPPO;TEATRO;Vittorio Alfieri;Filippo;1783;;, qual cosa sovra ogni altra al mondo in pregio hai tu ? Gomez La grazia tua . Filippo Qual;mezzo stimi;"a serbarla ? . . . Gomez Il mezzo , ond ' io la ottenni ; obbedirti , e tacermi";-
doc#303;1533-1691;3_PROSA_VASARI_VITE;PROSA;Giorgio Vasari;Le Vite de' più eccellenti architetti, pittori, et scultori italiani;1550;;"; e quivi incognito dimorò molti mesi , di continuo alla alchimia attendendo . E perciò aveva preso aria di";mezzo stolto;, e già la barba et i capegli cresciutigli , aveva più viso d ' uomo salvatico , che di;ev
doc#417;1692-1840;4_PROSA_MANZONI_FERMO E LUCIA;PROSA;Alessandro Manzoni;Fermo e Lucia;1821;;"occhi dall ' uno all ' altro ; ma il Cardinale lo tolse tosto da quella contemplazione mezzo estatica e";mezzo stordita;"dicendogli : "" Fra i parrochi qui radunati vi sarebbe mai quello di . . . ? "" "" V";ev
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;affermerà . Vorrai tu venir al cimento de l ' armi e combattere con una meretrice ? - Stavasi Giulio;mezzo stordito;"e quasi fuor di se stesso , conoscendo che Delio diceva la verità ; pure , essendo bramoso d '";ev
doc#499;1841-1947;5_PERS_SETTEMBRINI_RICORDANZE1;PERSONALI;Luigi Settembrini;Ricordanze della mia vita;1879;;"? "" "" Sono io . "" Montate in carrozza "" . E aggiunse altre parole che io non intesi";mezzo stordito;come ero dal sonno . Montai con due sbirri che vollero una mancia perché non mi legarono , e fui;ev
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;cui casa egli ha il vivere . Pensate se è tristo . - Era Rocco tutto fuor di sè ,;mezzo stordito;, nè sapeva che dirsi . Medesimamente il Romeo , che sapeva esser vere le cose che de la sua;ev
doc#411;1692-1840;4_PROSA_D'AZEGLIO_ETTORE FIERAMOSCA;PROSA;Massimo D'Azeglio;Ettore Fieramosca;1833;;' accetta . Colui non si potè riavere mai da questa tempesta malgrado i suoi sforzi : venne a terra;mezzo stordito;", ma non volea perciò sentir parlar di resa ; onde Fanfulla , invelenito , gli diede l ' ultima";ev
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;quantunque egli avesse potuto in mille modi salvarsi , nondimeno poi che ebbe detto , essendo da la caduta ancora;mezzo stordito;, che da le mie finestre era caduto a basso , e s ' avide quanto questa confessione era per;ev
doc#548;1841-1947;5_PROSA_D'AZEGLIO_RACCONTI;PROSA;Massimo D'Azeglio;Racconti, leggende e ricordi della vita italiana;1856-57;;fuggire con Sergio Gladiatore che non era giovane , non era bello , aveva sulla fronte una natta , era;mezzo storpiato;dalle ferite . . . . Sed gladiator erat ! Chi di noi non s ' è dovuto meravigliare talvolta;ev
doc#296;1533-1691;3_PROSA_BANDELLO_NOVELLE;PROSA;Matteo Bandello;Novelle;1554-73;;"pigliando in buona parte , deliberò tra sè per quella notte non le dar battaglia ma lasciarla riposare ; onde";mezzo stracco;, ritiratosi in una banda del letto , attese a dormire il rimanente de la notte . Ella nulla o;ev
doc#559;1841-1947;5_PROSA_VERGA_MALAVOGLIA;PROSA;Giovanni Verga;I malavoglia;1881;;", s ' era rifugiata in casa , col cuore che gli batteva come un pulcino . "" Ti ha";mezzo strappata;quest ' orecchia ! – diceva compare Turi versando adagio adagio dell ' acqua sulla testa di ' Ntoni .;ev
doc#549;1841-1947;5_PROSA_DE AMICIS_CUORE;PROSA;Edmondo De Amicis;Cuore;1886;;"cinque bambini addosso e una ventina attorno , che le levavano il fiato ; e alla "" monachina "" avevan";mezzo strappato;il cappello , e ficcato una dozzina di mazzetti tra i bottoni del vestito nero e nelle tasche . Molti;ev
doc#418;1692-1840;4_PROSA_MANZONI_PROMESSI SPOSI40;PROSA;Alessandro Manzoni;Promessi sposi (quarantana);1840;;""" ripeteva Ferrer : "" dov ' è questo benedett ' uomo ? "" Il vicario scendeva le scale ,";mezzo strascicato;e mezzo portato da altri suoi servitori , bianco come un panno lavato . Quando vide il suo aiuto ,;ev
doc#9;XIII cent.-1375;1_ESP_JACOPO DELLA LANA_COMMENTO ALLA COMMEDIA;ESPOSITIVI;Jacopo della Lana;Commento alla Commedia di Dante Alighieri;1324-1328;emiliano;"furon cima Nel mondo , in che puro atto fu produtto . Pura potenzia tenne la parte ima ; Nel";mezzo strinse;potenzia con atto Tal vime , che giammai non si divima . Ieronimo vi scrisse lungo tratto De ' secoli;-
doc#35;XIII cent.-1375;1_POES_DANTE_COMMEDIA;POESIA;Dante Alighieri;Commedia;1321;toscano;"quelle furon cima nel mondo in che puro atto fu produtto ; pura potenza tenne la parte ima ; nel";mezzo strinse;potenza con atto tal vime , che già mai non si divima . Ieronimo vi scrisse lungo tratto di secoli;-
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;"capire agli altri che aveva pensato a lavarsele ; e in fatti se l´era lavate nel secchio del suo cavallo";mezzo stronco;come le stanghine del barroccio , rinforzate con parecchie avvolte di funicella e di filo di ferro . Quanto tempo;-
